,product_name,ratings,sale_price,actual_price
377,"HP 15 Core i5 13th Gen (16GB RAM/512GB SSD/FHD/15.6"" (39.6 cm)/Windows 11/MS Office' 21/Backlit Keyboard/Silver/ 1.59 kg) fd0221TU Laptop  ",4.1,"55,690","77,999"
378,Dell Inspiron 3535,3.0,"28,990","38,747"
379,"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 Whr/HD Webcam) A324-45 with 35.56 cm (14"") HD Display",3.3,"23,399","50,990"
380,Lenovo [Smartchoice LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg),4.0,"66,190","95,890"
381,"HP 15s Core i3 12th Gen (8GB RAM/512GB SSD/FHD/MS Office 21/Windows 11/15.6"" (39.6cm)/Silver/1.69 kg) fy5011TU Laptop  ",4.1,"37,490","48,988"
382,"Acer Aspire 5 Gaming Laptop 13th Gen Intel Core i5(16GB RAM/512GB SSD/NVIDIA RTX 2050 4GB Graphics/144Hz/Win11Home)A515-58GM 15.6"" FHD Display",4.0,"54,990","89,999"
383,HP Laptop 15s,4.0,"64,990","78,778"
384,Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 4050 Graphics 6GB VRAM,4.0,"75,990","1,03,999"
385,"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Intel UHD Graphics/Windows 11/MSO 21/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg)",4.0,"34,990","58,890"
386,Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/8 GB RAM/512GB SSD) AL15-52,3.9,"29,990","52,990"
387,"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg)",3.7,"23,990","42,590"
388,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg)",3.9,"49,190","70,090"
389,"Lenovo IdeaPad 1 AMD Athlon Silver 7120U 15.6"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Year Warranty/MS Office/Cloud Grey/1.58Kg)",4.0,"25,990","43,790"
390,"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Integrated AMD Graphics/Windows 11 Home/MSO 21/1Yr ADP Free/Cloud Grey/1.61Kg)",4.1,"36,990","58,390"
391,ASUS Vivobook 16,3.8,"36,990","55,990"
392,"Lenovo LOQ 2024 Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB Graphics/1Yr ADP Free/MSO 21/3 Mon Game Pass/Grey/2.4Kg)",4.0,"68,190","98,890"
393,HP Laptop 15s,4.0,"64,990","78,778"
394,"Acer [Smartchoice] Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/8 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display",3.9,"26,990","47,990"
395,ASUS Vivobook 15,3.9,"48,990","70,990"
396,HP Victus Gaming Laptop,4.2,"60,990","84,838"
397,ASUS Vivobook 15 Thin and Light Laptop,3.9,"53,990","76,990"
398,"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg)",,"44,990","92,014"
399,HP Laptop 15s,4.1,"31,490","47,142"
400,"HP 15s Core i3 12th Gen (8GB RAM/512GB SSD/FHD/MS Office 21/Windows 11/15.6"" (39.6cm)/Silver/1.69 kg) fy5011TU Laptop  ",4.1,"37,490","48,988"
401,Dell Inspiron 3530 Laptop,3.5,"55,990","72,589"
402,Dell Inspiron 5430 13th Gen Laptop,3.8,"64,490","78,262"
403,HP Pavilion 14,4.1,"61,990","73,688"
404,Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52,3.7,"48,990","80,990"
405,Dell 15 Thin & Light Laptop,3.5,"43,990","62,002"
406,Acer Nitro V Gaming Laptop AMD Ryzen 7-7735HS with RTX 3050 6 GB Graphics (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-41,5.0,"65,990","89,999"
407,ASUS Vivobook 16,3.8,"36,990","55,990"
408,ASUS TUF Gaming A15,4.1,"66,890","80,990"
409,HONOR MagicBook X16 (2024),4.0,"39,990","77,999"
410,HONOR MagicBook X14 Pro 2024,4.1,"47,990","80,999"
411,Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 4050 Graphics 6GB VRAM,4.0,"78,990","92,999"
412,Dell G15-5530 Gaming Laptop,4.0,"74,990","1,03,436"
413,Primebook S 4G,4.5,"14,990","24,490"
414,Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/Backlit KB/1Yr ADP Free/3months Game Pass/Arctic Grey/1.43Kg),4.0,"34,990","55,190"
415,"Lenovo [Smart Choice Ideapad Gaming 3 Laptop AMD Ryzen 5 5500H 15.6"" (39.62Cm) Fhd IPS 300Nits 144Hz (8Gb/512Gb Ssd/Win11/Nvidia RTX 2050 4Gb/Alexa/3 Month Game Pass/Shadow Black/2.32Kg)",4.1,"45,990","77,990"
416,HP Laptop 15,4.0,"39,999","52,055"
417,Dell {Smartchoice} G15-5530 Core i5-13450HX| NVIDIA RTX 3050,4.0,"72,990","1,05,398"
418,Lenovo V14 G3 (2024),,"44,490","95,990"
419,"HP 15s Ryzen 5 (8GB RAM/512GB SSD/FHD/Windows 11/ MS Office/Backlit Keyboard/15.6""(39.6cm)/Silver/1.69 kg) eq2144AU Laptop  ",4.1,"36,990","60,959"
420,"Lenovo V14 G3 Laptop (Intel Core i5/ 12th Gen/ 8GB RAM/ 512GB SSD/DOS/ 14"" Inch)",2.8,"35,690","99,999"
421,"Acer [Smartchoice] Aspire Lite AMD Ryzen 7 5700U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/512 GB SSD/MSO) AL15-41 with 39.62 cm (15.6"") Full HD Display",3.9,"38,990","72,990"
422,Dell Inspiron 3520 Laptop,3.7,"44,990","62,507"
423,HP Laptop 15,4.1,"35,490","49,691"
424,HP Victus Gaming Laptop,3.4,"67,990","84,838"
